College,Major,Program,Course Prefix,Course Name,Color
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 450,Solar Thermal Power Systems,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 428,Senior Design Project I 1,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ITP 341,Packaging Polymers and Processing,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 456,HVAC Air and Water Distribution System Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 145,Subtractive Manufacturing Processes for Mechanical Designs I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,BMED 434/MATE 430,Micro/Nano Fabrication,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CE 511/ME 501,Continuum Mechanics and Elasticity,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,MATH 244,Linear Analysis I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 405,Mechatronics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 128,Introduction to Mechanical Engineering I 1,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 453,Trends and Opportunities in HVAC&R,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 438,Nuclear Power Plant Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 403,Access by Design: Introduction to Rehabilitation Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 441,Single Track Vehicle Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 326,Intermediate Dynamics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 347,Fluid Mechanics II,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,HNRS/MATH 141,Calculus I (B4) 3,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,EE 255,Energy Conversion Electromagnetics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 450,Manufacturing Process and Tool Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 430,Senior Design Project III 1,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,HNRS/PHYS 132,General Physics II,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 448,Thermal System Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 322,Introduction to System Dynamics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 518,Machinery Vibration and Rotor Dynamics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 416,Automation of Industrial Systems,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,MATE 440,Welding Metallurgy and Joining of Advanced Materials,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CHEM 125,General Chemistry for Physical Science and Engineering II,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 341,Fluid Mechanics I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 458,Building Heating and Cooling Loads,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 460,HVAC Senior Design Project II,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 129,Introduction to Mechanical Engineering II 1,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 303,Thermodynamics II,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 488,Wind Energy Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 507,Mechanical Control System Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 579,Fluid Power Control,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 541,Advanced Thermodynamics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,EE 361,Electronics Laboratory,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CHEM 124,General Chemistry for Physical Science and Engineering I (B1 & B3) 3,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CSC 231,Programming for Engineering Students,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 442,Design of Machinery,#ffbf00
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 313,Survey of Biochemistry and Biotechnology 7,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 426,Immunology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO/CHEM 441,Bioinformatics Applications,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,FSN 368,Food Analysis,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 335,General Entomology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 160,Diversity and History of Life,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 424,Microbial Physiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 220,Organic Chemistry Laboratory For Life Sciences II,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 331,Quantitative Analysis,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 361,Principles of Animal Physiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 377,Chemistry of Drugs and Poisons,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 263,Introductory Ecology and Evolution,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 225,General Microbiology II,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,FSN 340,Fermented Foods,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 100,Introduction to Microbiology Research,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 218,Organic Chemistry III,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO/WVIT 301,Wine Microbiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 436,Microbial Ecology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,AEPS 441,Biological Control for Pest Management,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 161,Introduction to Cell and Molecular Biology (B2 & B3) 1,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 414,Evolution,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 320,Emerging Infectious Diseases,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,AEPS 313,Agricultural Entomology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,ASCI 312,Production Medicine,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,AEPS/BOT 323,Plant Pathology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,ASCI 440,Immunology and Diseases of Animals,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 224,General Microbiology I,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 223,Organic Chemistry Laboratory for Life Sciences III,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,STAT 313,Applied Experimental Design and Regression Models,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,PHYS 121,College Physics I,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,PHYS 123,College Physics III,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 402,General Virology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,DATA 301,Introduction to Data Science,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 463,Honors Research,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,STAT 421,Survey Sampling and Methodology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 428,Hematology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 407,Advanced Anatomy and Physiology: Endocrinology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,FSN 230,Elements of Food Processing,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,FSN 275,Elements of Food Safety,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 409,Advanced Anatomy and Physiology: Muscle and Locomotion,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 429,Parasitology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 216,Organic Chemistry I 4,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,SS 422,Soil Ecology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 351,Principles of Genetics,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CPE/CSC 101,Fundamentals of Computer Science,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO/CHEM 475,Molecular Biology Laboratory,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 461,Senior Project - Research Proposal,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 373,Molecular Biology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 342,Public Health Microbiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,FSN 374,Food Laws and Regulations,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 434,Environmental Physiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,STAT 218,Applied Statistics for the Life Sciences (GE Electives) 1,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,DSCI 402,Quality Assurance and Control of Dairy Products,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BRAE 448,Bioconversion,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 408,Advanced Anatomy and Physiology: Cardiorespiratory and Renal,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 349,Chemical and Biological Warfare,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 410,Functional Histology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,KINE 301,Functional Anatomy,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MATH 161,"Calculus for the Life Sciences I (B4) 1,4",#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 128,General Chemistry for Agriculture and Life Science II,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 413,Evolutionary Medicine,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 462,Senior Project Research Experience 6,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 217,Organic Chemistry II,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,FSN 335,Food Quality Assurance,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 433,Microbial Biotechnology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 372,Metabolism,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO/CHEM 202,Orientation to Biotechnology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 474,Protein Techniques Laboratory,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,ASCI 438,Systemic Animal Physiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 418,Neurochemistry,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 127,General Chemistry for Agriculture and Life Science I (B1 & B3) 1,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 477,Biochemical Pharmacology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 400,Special Problems for Advanced Undergraduates 3,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 450,Undergraduate Laboratory Assistantship 3,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,DSCI 444,Dairy Microbiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 341,Environmental Chemistry: Water Pollution,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,CHEM 129,General Chemistry for Agriculture and Life Science III,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,PHYS 122,College Physics II,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 336,Invertebrate Zoology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,ENVE 434,Water Chemistry and Water Quality Measurements,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,FSN 474,Advanced Food Processing,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 421,Food Microbiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 300,Research Experience for Undergraduates 3,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO/CHEM 476,Gene Expression Laboratory,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 452,Cell Biology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,ASCI 321,Zoonoses and Veterinary Public Health Concerns,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 162,Introduction to Organismal Form and Function,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,FSN 364,Food Chemistry,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MCRO 423,Medical Microbiology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,ASCI 403,Applied Biotechnology in Animal Science,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,ASCI 203,Animal Parasitology,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,BIO 406,Advanced Anatomy and Physiology: Neuroscience,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,MATH 162,Calculus for the Life Sciences II,#5cf7a6
collegeofsciencemathematics,Microbiology,Microbiology,STAT 419,Applied Multivariate Statistics,#5cf7a6
collegeofliberalarts,Music,Music,MU 168,Piano Accompanying,#0080ff
collegeofliberalarts,Music,Music,MU 383,Vocal Ensemble,#0080ff
collegeofliberalarts,Music,Music,MU 373,Wind Ensemble,#0080ff
collegeofliberalarts,Music,Music,MU 372,Wind Orchestra,#0080ff
collegeofliberalarts,Music,Music,MU 301,Counterpoint,#0080ff
collegeofliberalarts,Music,Music,MU 332,Music of the Baroque and Early Classic Eras,#0080ff
collegeofliberalarts,Music,Music,MU 465,Choral Literature and Rehearsal Techniques,#0080ff
collegeofliberalarts,Music,Music,MU 105,Music Theory II: Chromatic Materials,#0080ff
collegeofliberalarts,Music,Music,MU 186,Chamber Choir,#0080ff
collegeofliberalarts,Music,Music,MU 172,Wind Orchestra,#0080ff
collegeofliberalarts,Music,Music,MU 188,Arab Music Ensemble,#0080ff
collegeofliberalarts,Music,Music,MU 328,Women in Music,#0080ff
collegeofliberalarts,Music,Music,MU 386,Chamber Choir,#0080ff
collegeofliberalarts,Music,Music,MU 352,Orchestration,#0080ff
collegeofliberalarts,Music,Music,MU 336,Jazz History and Theory,#0080ff
collegeofliberalarts,Music,Music,MU 312,Sound Design: Recording,#0080ff
collegeofliberalarts,Music,Music,MU 171,Instrumental Ensembles,#0080ff
collegeofliberalarts,Music,Music,MU 173,Wind Ensemble,#0080ff
collegeofliberalarts,Music,Music,MU 381,PolyPhonics,#0080ff
collegeofliberalarts,Music,Music,MU 370,University Jazz Band,#0080ff
collegeofliberalarts,Music,Music,MU 311,Sound Design: Technologies,#0080ff
collegeofliberalarts,Music,Music,MU 466,Instrumental Literature and Rehearsal Techniques,#0080ff
collegeofliberalarts,Music,Music,MU 431,Music of the Classic and Romantic Eras,#0080ff
collegeofliberalarts,Music,Music,MU 341,Conducting: Choral,#0080ff
collegeofliberalarts,Music,Music,MU 324,Music and Society,#0080ff
collegeofliberalarts,Music,Music,MU 374,Symphony Orchestra,#0080ff
collegeofliberalarts,Music,Music,MU 385,University Singers,#0080ff
